DATE,recent_playtime_Age of Empires IV,recent_playtime_Anno 1800,recent_playtime_Command & Conquer™ Remastered Collection,recent_playtime_Company of Heroes ,recent_playtime_Company of Heroes 2,recent_playtime_Europa Universalis IV,recent_playtime_Hearts of Iron IV,recent_playtime_Total War SHOGUN 2,recent_playtime_Total War WARHAMMER II,recent_playtime_Total War WARHAMMER III,popularity_Age of Empires IV,popularity_Anno 1800,popularity_Command & Conquer™ Remastered Collection,popularity_Company of Heroes ,popularity_Company of Heroes 2,popularity_Europa Universalis IV,popularity_Hearts of Iron IV,popularity_Total War SHOGUN 2,popularity_Total War WARHAMMER II,popularity_Total War WARHAMMER III,CCU_Age of Empires IV,CCU_Anno 1800,CCU_Command & Conquer™ Remastered Collection,CCU_Company of Heroes ,CCU_Company of Heroes 2,CCU_Europa Universalis IV,CCU_Hearts of Iron IV,CCU_Total War SHOGUN 2,CCU_Total War WARHAMMER II,CCU_Total War WARHAMMER III,AU_Age of Empires IV,AU_Anno 1800,AU_Command & Conquer™ Remastered Collection,AU_Company of Heroes ,AU_Company of Heroes 2,AU_Europa Universalis IV,AU_Hearts of Iron IV,AU_Total War SHOGUN 2,AU_Total War WARHAMMER II,AU_Total War WARHAMMER III
2022-05-29,2625384.0,764355.0,,,4640094.0,7025543.0,10355987.0,3594501.0,,,7.79,3.03,,,117.23,47.59,65.14,81.17,,,4739.0,246.0,,,4591.0,13886.0,25286.0,2116.0,,,182636.0,58125.0,,,1038199.0,830383.0,1233127.0,712217.0,,
2022-05-30,,,,,4644169.0,7041188.0,10367365.0,3595613.0,,,,,,,117.25,47.6,65.14,81.18,,,,,,,3920.0,10472.0,18190.0,1753.0,,,,,,,1038510.0,830681.0,1233239.0,712317.0,,
2022-05-31,,,1641939.0,,4639382.0,7052769.0,10329797.0,3595131.0,,,,,15.82,,117.28,47.61,65.16,81.2,,,,,733.0,,3927.0,9772.0,17015.0,1593.0,,,,,309772.0,,1039008.0,830880.0,1233637.0,712516.0,,
2022-06-01,,,,,4636957.0,7054682.0,10318987.0,3597860.0,,,,,,,117.3,47.62,65.19,81.22,,,,,,,3887.0,11879.0,17997.0,1636.0,,,,,,,1039518.0,831191.0,1234247.0,712926.0,,
2022-06-02,,,,,4646706.0,7036664.0,10324185.0,3601298.0,,4674306.0,,,,,117.32,47.65,65.21,81.22,,8.66,,,,,3664.0,11805.0,17030.0,1561.0,,4769.0,,,,,1039829.0,831901.0,1234956.0,712926.0,,208725.0
2022-06-03,,,,1464141.0,4666134.0,7061606.0,10315900.0,3599917.0,8069176.0,,,,,54.18,117.35,47.66,65.23,81.22,39.32,,,,,1200.0,4161.0,12066.0,20514.0,1716.0,7527.0,,,,,326492.0,1040327.0,832100.0,1235354.0,712926.0,810141.0,
2022-06-04,2595562.0,753069.0,,,4669872.0,7085697.0,10330456.0,3597591.0,8051041.0,,7.8100000000000005,3.04,,,117.38,47.66,65.24,81.22,39.34,,4917.0,304.0,,,4758.0,12704.0,27148.0,2035.0,10116.0,,183046.0,58224.0,,,1041135.0,832199.0,1235665.0,712926.0,810539.0,
2022-06-05,,,,,4668019.0,7089560.0,10342876.0,3600542.0,8051501.0,,,,,,117.41,47.67,65.27,81.24,39.35,,,,,,5234.0,12598.0,24618.0,1978.0,9907.0,,,,,,1041633.0,832398.0,1236673.0,713324.0,810850.0,
2022-06-06,,,1647029.0,,4667765.0,7077472.0,10351251.0,3597467.0,,,,,15.88,,117.42,47.69,65.31,81.25,,,,,1238.0,,4136.0,10192.0,22168.0,1862.0,,,,,310879.0,,1041932.0,832896.0,1237568.0,713523.0,,
2022-06-07,,,,,4679506.0,7078183.0,10364653.0,3595473.0,,,,,,,117.45,47.7,65.34,81.27,,,,,,,3395.0,9562.0,19743.0,1640.0,,,,,,,1042280.0,833132.0,1238526.0,713959.0,,
2022-06-08,,,,,4683304.0,7069698.0,10374201.0,3599401.0,,4545629.0,,,,,117.46,47.71,65.38,81.29,,8.72,,,,,3572.0,9486.0,18949.0,1624.0,,5214.0,,,,,1042479.0,833443.0,1239534.0,714158.0,,210043.0
2022-06-09,,,,1465260.0,4676237.0,7070909.0,10372315.0,3602839.0,,,,,,54.24,117.48,47.72,65.38,81.29,,,,,,1535.0,3604.0,9988.0,18134.0,1483.0,,,,,,327612.0,1042778.0,833642.0,1239534.0,714357.0,,
2022-06-10,2564190.0,753788.0,,,4679008.0,7037895.0,10393389.0,3609050.0,,,7.84,3.04,,,117.5,47.72,65.4,81.3,,,7052.0,316.0,,,3677.0,12039.0,18351.0,1506.0,,,183556.0,58224.0,,,1043176.0,833630.0,1240119.0,714556.0,,
2022-06-11,,,,,4682801.0,7055473.0,10385721.0,3601527.0,8048206.0,,,,,,117.52,47.73,65.42,81.32,39.5,,,,,,4627.0,13339.0,25142.0,1865.0,12809.0,,,,,,1043474.0,833729.0,1240629.0,714855.0,814496.0,
2022-06-12,,,,,4678281.0,7066351.0,10380515.0,3602333.0,8064607.0,,,,,,117.54,47.73,65.44,81.34,39.52,,,,,,4919.0,13534.0,26473.0,2020.0,10292.0,,,,,,1043773.0,833829.0,1241226.0,715166.0,815093.0,
2022-06-13,,,1650297.0,,4675976.0,7049096.0,10400899.0,3597983.0,8059730.0,,,,15.95,,117.57,47.74,65.46,81.35,39.53,,,,530.0,,3692.0,12337.0,19525.0,1549.0,8140.0,,,,312397.0,,1044582.0,834128.0,1241624.0,715352.0,815192.0,
2022-06-14,,,1648681.0,,4680927.0,7055584.0,10411959.0,3601504.0,8069520.0,,,,15.97,,117.63,47.75,65.48,81.38,39.54,,,,509.0,,3489.0,11627.0,19287.0,1512.0,7327.0,,,,312558.0,,1045278.0,834289.0,1242060.0,715589.0,815541.0,
2022-06-15,,,,,4690257.0,7040273.0,10423472.0,3594303.0,8087187.0,4503730.0,,,,,117.66,47.76,65.5,81.38,39.56,8.76,,,,,3263.0,10913.0,20085.0,1598.0,6899.0,2957.0,,,,,1045876.0,834588.0,1242657.0,715589.0,815951.0,211089.0
2022-06-16,,,,1471800.0,4687562.0,7033819.0,10425436.0,3594224.0,8088918.0,,,,,54.29,117.69,47.77,65.52,81.4,39.57,,,,,832.0,3774.0,9810.0,19977.0,1590.0,6753.0,,,,,328172.0,1046498.0,834799.0,1243179.0,716111.0,816262.0,
2022-06-17,2505862.0,753412.0,,1472293.0,4681734.0,7037527.0,10428978.0,3587102.0,8092621.0,,7.88,3.04,,54.29,117.72,47.79,65.53,81.42,39.58,,3741.0,116.0,,827.0,3333.0,9185.0,19179.0,1570.0,7530.0,,184390.0,58237.0,,328172.0,1047207.0,835110.0,1243291.0,716509.0,816461.0,
2022-06-18,,,,,4672329.0,7058121.0,10419594.0,3590213.0,8094523.0,,,,,,117.76,47.8,65.54,81.44,39.59,,,,,,4481.0,13767.0,24058.0,1825.0,8849.0,,,,,,1047928.0,835421.0,1243615.0,716820.0,816573.0,
2022-06-19,,,,,4674393.0,7049210.0,10424224.0,3589383.0,8094180.0,,,,,,117.81,47.82,65.55,81.45,39.59,,,,,,4653.0,12989.0,27005.0,2083.0,9765.0,,,,,,1049036.0,836031.0,1243814.0,717019.0,816573.0,
2022-06-20,,,,,4668588.0,7042367.0,10423517.0,3592264.0,,,,,,,117.82,47.82,65.56,81.46,,,,,,,3848.0,10601.0,21724.0,1788.0,,,,,,,1049235.0,836131.0,1243913.0,717231.0,,
2022-06-21,,,1659166.0,,4676620.0,7047893.0,10440053.0,3588561.0,,4429065.0,,,16.01,,117.85,47.83,65.6,81.47,,8.82,,,617.0,,3870.0,9263.0,20046.0,1637.0,,5759.0,,,313778.0,,1050043.0,836429.0,1244921.0,717330.0,,212606.0
2022-06-22,,,,,4688733.0,7045070.0,10410682.0,3592889.0,,4426009.0,,,,,117.92,47.86,65.62,81.49,,8.82,,,,,3946.0,12412.0,18108.0,1468.0,,3261.0,,,,,1051026.0,836865.0,1245419.0,717542.0,,212644.0
2022-06-23,2538072.0,758397.0,,,4708759.0,7043723.0,10404871.0,3607204.0,,,7.93,3.05,,,117.95,47.93,65.73,81.59,,,4630.0,227.0,,,4260.0,11035.0,21326.0,1642.0,,,185634.0,58448.0,,,1051536.0,838121.0,1247335.0,718438.0,,
2022-06-24,,,,1471901.0,4703672.0,7048301.0,10409025.0,3603783.0,,,,,,54.49,118.2,47.94,65.79,81.65,,,,,,977.0,4235.0,9922.0,19503.0,1594.0,,,,,,330673.0,1054024.0,838233.0,1248380.0,719097.0,,
2022-06-25,,,,1473236.0,4711768.0,7024737.0,10382111.0,3605189.0,8072435.0,,,,,54.53,118.23,47.95,65.81,81.67,39.73,,,,,1057.0,5656.0,12442.0,31498.0,2422.0,16189.0,,,,,331506.0,1054447.0,838395.0,1248902.0,719408.0,819223.0,
2022-06-26,,,,1473830.0,4716462.0,7014121.0,10395458.0,3606818.0,8072342.0,,,,,54.55,118.26,47.96,65.83,81.68,39.75,,,,,1652.0,5180.0,17856.0,25039.0,2103.0,10151.0,,,,,331904.0,1055157.0,838594.0,1249213.0,719508.0,819621.0,
2022-06-27,,,1656041.0,1475431.0,4723377.0,7021107.0,10405228.0,3606464.0,8074260.0,,,,16.08,54.57,118.3,47.98,65.85,81.69,39.77,,,,963.0,905.0,4140.0,10696.0,20260.0,1732.0,9649.0,,,,314947.0,332302.0,1056164.0,839092.0,1249611.0,719719.0,820019.0,
2022-06-28,,,1654688.0,1476178.0,4735484.0,7019908.0,10377100.0,3596421.0,8069523.0,,,,16.09,54.59,118.35,48.0,65.87,81.72,39.78,,,,735.0,876.0,3929.0,10072.0,20633.0,1803.0,9272.0,,,,314959.0,332526.0,1057197.0,839515.0,1250246.0,720142.0,820343.0,
2022-06-29,2491097.0,,1654122.0,1472039.0,4750782.0,7018266.0,10375697.0,3614908.0,8070372.0,4520711.0,8.01,,16.1,54.61,118.41,48.02,65.93,81.75,39.8,8.9,3991.0,,699.0,936.0,3937.0,11452.0,20026.0,1703.0,10513.0,3314.0,187401.0,,315258.0,332825.0,1058715.0,840025.0,1251565.0,720839.0,820753.0,214547.0
2022-06-30,2484697.0,760721.0,,1474438.0,4752409.0,7005587.0,10389978.0,3615949.0,8058256.0,,8.01,3.06,,54.62,118.46,48.02,65.97,81.78,39.82,,5514.0,110.0,,1144.0,3656.0,15156.0,20015.0,1628.0,9268.0,,187401.0,58834.0,,333236.0,1059834.0,840124.0,1252585.0,721461.0,821263.0,
2022-07-01,2481325.0,,,1472148.0,4754129.0,6987925.0,10419933.0,3615984.0,8079111.0,,8.03,,,54.63,118.5,48.05,65.99,81.78,39.86,,4198.0,,,1707.0,4173.0,12136.0,28734.0,2037.0,8586.0,,187911.0,,,333435.0,1060643.0,840647.0,1253095.0,721461.0,822271.0,
2022-07-02,,,,1473609.0,4768920.0,7000052.0,10412540.0,3622765.0,8047578.0,,,,,54.66,118.52,48.06,66.01,81.8,39.87,,,,,1136.0,6325.0,12234.0,41809.0,1857.0,10424.0,,,,,333932.0,1060942.0,840846.0,1253493.0,721660.0,822483.0,
2022-07-03,,,,1476177.0,4768788.0,7030592.0,10411966.0,3613762.0,8044147.0,,,,,54.67,118.55,48.06,66.04,81.81,39.9,,,,,1249.0,4061.0,12347.0,25463.0,2057.0,13434.0,,,,,334144.0,1061365.0,841057.0,1254127.0,721971.0,823204.0,
2022-07-04,,,,1475265.0,4764865.0,7008447.0,10438309.0,3620496.0,8048035.0,,,,,54.68,118.58,48.07,66.08,81.83,39.9,,,,,1032.0,3848.0,13916.0,20939.0,1780.0,13425.0,,,,,334243.0,1061962.0,841269.0,1255048.0,722282.0,823391.0,
2022-07-05,,,1654949.0,1473748.0,4747362.0,7005731.0,10463973.0,3592777.0,8079161.0,4437771.0,,,16.2,54.68,118.61,48.08,66.11,81.85,39.93,8.97,,,585.0,1372.0,3809.0,17460.0,25175.0,1850.0,9567.0,6648.0,,,317398.0,334243.0,1062385.0,841368.0,1255844.0,722692.0,824013.0,216065.0
2022-07-06,,783589.0,1655488.0,1476538.0,4762456.0,7000237.0,10418430.0,3567550.0,8083327.0,4438314.0,,3.06,16.22,54.68,118.64,48.09,66.14,81.87,39.95,8.98,,107.0,592.0,940.0,4097.0,12384.0,29079.0,2073.0,8785.0,4982.0,,58834.0,317796.0,334343.0,1063094.0,841679.0,1256454.0,722991.0,824312.0,216177.0
2022-07-07,2440507.0,,1655874.0,1478948.0,4764455.0,7013929.0,10422968.0,3565488.0,8082226.0,4437007.0,8.1,,16.24,54.7,118.69,48.11,66.15,81.88,39.97,8.98,3291.0,,635.0,877.0,4377.0,11710.0,26323.0,2077.0,8507.0,4757.0,189727.0,,318107.0,334554.0,1064214.0,841978.0,1256753.0,723091.0,824822.0,216177.0
2022-07-08,,,1655920.0,1479792.0,4766517.0,7010637.0,10439335.0,3570090.0,8068041.0,,,,16.24,54.7,118.7,48.12,66.18,81.89,39.99,,,,785.0,924.0,5860.0,10050.0,21670.0,1711.0,8822.0,,,,318306.0,334753.0,1064525.0,842189.0,1257487.0,723203.0,825332.0,
2022-07-09,,,1655190.0,1480587.0,4766510.0,7004619.0,10436405.0,3571600.0,8065072.0,,,,16.25,54.71,118.72,48.13,66.2,81.9,39.99,,,,885.0,1109.0,6411.0,12270.0,24361.0,1915.0,10792.0,,,,318306.0,334865.0,1064736.0,842301.0,1257897.0,723315.0,825344.0,
2022-07-10,,,1657014.0,1480599.0,4770452.0,6998069.0,10478518.0,3571909.0,8051924.0,,,,16.25,54.72,118.75,48.13,66.25,81.91,40.0,,,,977.0,1253.0,6796.0,13110.0,26193.0,2013.0,11105.0,,,,318406.0,335064.0,1065433.0,842401.0,1259104.0,723514.0,825344.0,
2022-07-11,,,1655848.0,1481990.0,4783023.0,6992793.0,10486952.0,3591525.0,8068142.0,,,,16.26,54.73,118.77,48.14,66.29,81.94,40.01,,,,602.0,1025.0,4587.0,11969.0,31099.0,1999.0,8609.0,,,,318518.0,335263.0,1065943.0,842600.0,1260012.0,724024.0,825643.0,
2022-07-12,,783140.0,1652985.0,1486583.0,4776326.0,7005020.0,10491851.0,3592037.0,8083599.0,,,3.06,16.27,54.75,118.8,48.17,66.31,81.94,40.01,,,240.0,555.0,868.0,4317.0,12400.0,28223.0,2091.0,8663.0,,,58834.0,318816.0,335773.0,1066441.0,843309.0,1260510.0,724011.0,825742.0,
2022-07-13,,,1651117.0,1483398.0,4782776.0,7010246.0,10470473.0,3594409.0,8078360.0,4414250.0,,,16.27,54.77,118.8,48.19,66.32,81.95,40.02,9.05,,,524.0,901.0,4212.0,12352.0,26588.0,1920.0,9291.0,4799.0,,,318816.0,336072.0,1066441.0,843807.0,1260821.0,724011.0,825842.0,217894.0
2022-07-14,2453193.0,,,1483408.0,4780954.0,7012328.0,10466868.0,3583298.0,8085179.0,,8.17,,,54.78,118.83,48.2,66.33,81.95,40.03,,4378.0,,,1250.0,4131.0,12583.0,24592.0,1820.0,9388.0,,191245.0,,,336371.0,1067237.0,844205.0,1261206.0,724011.0,826140.0,
2022-07-15,2406740.0,,,1488507.0,4779859.0,7001401.0,10491298.0,3589996.0,8089483.0,,8.2,,,54.79,118.85,48.21,66.35,81.97,40.04,,4284.0,,,1143.0,3905.0,15146.0,22413.0,1757.0,9966.0,,191755.0,,,336470.0,1067436.0,844304.0,1261617.0,724310.0,826240.0,
2022-07-16,2429954.0,,,1487650.0,4783097.0,7010335.0,10508300.0,3594320.0,8086478.0,,8.23,,,54.8,118.86,48.22,66.36,81.98,40.04,,6176.0,,,1335.0,4899.0,16695.0,24827.0,1983.0,10947.0,,192253.0,,,336570.0,1067747.0,844615.0,1261717.0,724521.0,826352.0,
2022-07-17,2421453.0,,,1488861.0,4774319.0,7002471.0,10518972.0,3591912.0,8083333.0,,8.26,,,54.8,118.89,48.23,66.37,82.0,40.05,,6554.0,,,1345.0,5248.0,14572.0,25273.0,2025.0,14897.0,,192862.0,,,336570.0,1067959.0,844715.0,1262028.0,724820.0,826551.0,
2022-07-18,2424029.0,782040.0,,1491288.0,4769308.0,7036028.0,10551080.0,3593963.0,8104896.0,,8.28,3.07,,54.81,118.92,48.24,66.39,82.0,40.07,,3619.0,282.0,,827.0,4209.0,10209.0,23347.0,1828.0,9256.0,,193260.0,58934.0,,336669.0,1068755.0,845014.0,1262737.0,724820.0,826949.0,
2022-07-19,2426766.0,,1651627.0,1494066.0,4776317.0,7033629.0,10542521.0,3592895.0,8112342.0,4400789.0,8.29,,16.3,54.83,118.94,48.24,66.4,82.02,40.07,9.07,3963.0,,579.0,878.0,4872.0,11169.0,22696.0,1671.0,8355.0,7046.0,193472.0,,319513.0,337179.0,1069165.0,845113.0,1262936.0,725019.0,826949.0,218292.0
2022-07-20,2435374.0,,,1499489.0,4775514.0,7048769.0,10512579.0,3593326.0,8119378.0,4386853.0,8.3,,,54.84,118.96,48.27,66.42,82.02,40.08,9.08,4183.0,,,1100.0,3860.0,12662.0,23398.0,1701.0,10074.0,5712.0,193771.0,,,337378.0,1069775.0,845623.0,1263234.0,725019.0,827260.0,218591.0
2022-07-21,2433639.0,,,1494611.0,4770742.0,7082574.0,10512203.0,3590680.0,8113506.0,4383263.0,8.3,,,54.84,118.99,48.29,66.44,82.03,40.1,9.09,3890.0,,,876.0,3817.0,11179.0,20869.0,1586.0,10188.0,4779.0,193870.0,,,337490.0,1070185.0,846133.0,1263757.0,725230.0,827671.0,218703.0
2022-07-22,2429691.0,,,1495286.0,4770299.0,7076567.0,10514565.0,3589136.0,8131102.0,,8.31,,,54.85,119.02,48.29,66.45,82.04,40.11,,3918.0,,,918.0,3603.0,11239.0,22821.0,1661.0,8690.0,,193970.0,,,337689.0,1070783.0,846133.0,1263856.0,725429.0,827969.0,
2022-07-23,2421300.0,,,1496082.0,4785470.0,7057677.0,10510819.0,3595834.0,8125510.0,,8.31,,,54.85,119.04,48.3,66.46,82.05,40.12,,5769.0,,,1266.0,4759.0,14156.0,24772.0,1904.0,11944.0,,193970.0,,,337689.0,1071094.0,846332.0,1264155.0,725529.0,828168.0,
2022-07-24,2427418.0,793241.0,,1495788.0,4789004.0,7054593.0,10496079.0,3591891.0,8114922.0,,8.31,3.07,,54.86,119.06,48.3,66.48,82.06,40.12,,5390.0,228.0,,1121.0,5779.0,13541.0,29302.0,2042.0,12527.0,,194181.0,59145.0,,337789.0,1071392.0,846432.0,1264553.0,725529.0,828268.0,
2022-07-25,2430029.0,,1639910.0,1499016.0,4787456.0,7039830.0,10470083.0,3588473.0,8117037.0,,8.32,,16.33,54.87,119.07,48.3,66.5,82.07,40.12,,3723.0,,886.0,878.0,3904.0,11023.0,23753.0,1773.0,8558.0,,194281.0,,319924.0,337988.0,1071691.0,846432.0,1265163.0,725840.0,828268.0,
2022-07-26,2429141.0,,,1500410.0,4786227.0,7033018.0,10497325.0,3584163.0,8115640.0,,8.32,,,54.88,119.11,48.31,66.52,82.09,40.12,,3298.0,,,835.0,3903.0,9882.0,22767.0,1697.0,8750.0,,194281.0,,,338187.0,1072599.0,846643.0,1265573.0,726238.0,828268.0,
2022-07-27,2429634.0,,,1491958.0,4798156.0,7038391.0,10489261.0,3583684.0,8114603.0,4391866.0,8.32,,,54.89,119.13,48.32,66.53,82.1,40.13,9.13,3547.0,,,832.0,3577.0,10460.0,20890.0,1600.0,10616.0,7361.0,194380.0,,,338287.0,1073010.0,846743.0,1265872.0,726636.0,828467.0,219909.0
2022-07-28,2427340.0,,,1492360.0,4784153.0,7034807.0,10514507.0,3570574.0,8126627.0,,8.32,,,54.89,119.16,48.33,66.55,82.11,40.14,,3820.0,,,884.0,3519.0,13169.0,20840.0,1546.0,10210.0,,194380.0,,,338399.0,1073619.0,847141.0,1266382.0,726848.0,828778.0,
2022-07-29,2426684.0,,,1493808.0,4791579.0,6996042.0,10505986.0,3571969.0,8108996.0,,8.33,,,54.9,119.18,48.35,66.55,82.12,40.16,,4213.0,,,909.0,3780.0,12483.0,21848.0,1666.0,9777.0,,194480.0,,,338697.0,1074216.0,847651.0,1266581.0,727047.0,829388.0,
2022-07-30,2421238.0,801984.0,,1492283.0,4794177.0,7019822.0,10503485.0,3570157.0,8122402.0,,8.33,3.07,,54.91,119.21,48.37,66.57,82.14,40.18,,4910.0,329.0,,1035.0,3904.0,13129.0,23747.0,1857.0,11249.0,,194579.0,59145.0,,338797.0,1074726.0,848248.0,1266979.0,727345.0,829885.0,
2022-07-31,2419520.0,,1639203.0,1494050.0,4803560.0,6988063.0,10495060.0,3571261.0,8123627.0,,8.33,,16.37,54.91,119.22,48.38,66.61,82.14,40.19,,5108.0,,1022.0,1101.0,4138.0,13750.0,25436.0,1919.0,11987.0,,194579.0,,320732.0,338896.0,1075013.0,848547.0,1267875.0,727544.0,830184.0,
2022-08-01,,,,1500514.0,4817742.0,6984571.0,10491183.0,3582843.0,8123890.0,4318761.0,,,,54.92,119.25,48.39,66.63,82.16,40.2,9.19,,,,909.0,3605.0,13114.0,22270.0,1900.0,10506.0,7389.0,,,,339095.0,1075622.0,848746.0,1268584.0,727943.0,830482.0,221216.0
2022-08-02,,,,1501566.0,4820942.0,6991930.0,10494879.0,3580286.0,8136417.0,4322649.0,,,,54.92,119.26,48.4,66.66,82.17,40.22,9.2,,,,919.0,3508.0,13086.0,21895.0,1585.0,10281.0,5035.0,,,,339095.0,1075921.0,849156.0,1269393.0,728254.0,830793.0,221527.0
2022-08-03,,,,,4830764.0,7001452.0,10478251.0,3598036.0,8136984.0,4310081.0,,,,,119.28,48.41,66.68,82.18,40.23,9.21,,,,,3742.0,9876.0,22692.0,1691.0,10025.0,5390.0,,,,,1076045.0,849468.0,1269816.0,728366.0,831005.0,221825.0
2022-08-04,,800535.0,,,4828185.0,7004269.0,10500892.0,3598057.0,8135058.0,4325081.0,,3.07,,,119.3,48.41,66.71,82.2,40.23,9.22,,263.0,,,3756.0,10434.0,22832.0,1680.0,8181.0,5645.0,,59145.0,,,1076555.0,849468.0,1270624.0,728664.0,831204.0,221925.0
2022-08-05,2416871.0,,1641938.0,,4825306.0,7024159.0,10503244.0,3594228.0,8136946.0,,8.35,,16.4,,119.32,48.42,66.71,82.2,40.24,,3908.0,,630.0,,3500.0,11810.0,22832.0,1708.0,7502.0,,195189.0,,321242.0,,1077053.0,849679.0,1270724.0,728664.0,831403.0,
2022-08-06,,,,,4829194.0,7009741.0,10524793.0,3592499.0,8143167.0,,,,,,119.34,48.43,66.74,82.21,40.25,,,,,,3948.0,13287.0,24987.0,1809.0,10240.0,,,,,,1077352.0,849878.0,1271433.0,728863.0,831614.0,
2022-08-07,,,,1507911.0,4826541.0,7007530.0,10523125.0,3598439.0,8151053.0,,,,,54.95,119.35,48.44,66.76,82.22,40.25,,,,,1842.0,4781.0,13996.0,25559.0,2017.0,10639.0,,,,,339506.0,1077563.0,850276.0,1271831.0,729075.0,831714.0,
2022-08-08,,,,,4830151.0,7023759.0,10511868.0,3600472.0,8154471.0,,,,,,119.37,48.45,66.78,82.23,40.26,,,,,,3840.0,10299.0,22739.0,1685.0,10565.0,,,,,,1077663.0,850587.0,1272640.0,729075.0,831913.0,
2022-08-09,,802204.0,,,4826556.0,7022463.0,10514874.0,3597744.0,8149783.0,4367883.0,,3.07,,,119.39,48.47,66.8,82.23,40.27,9.26,,290.0,,,3912.0,11213.0,22904.0,1703.0,8262.0,6129.0,,59145.0,,,1078173.0,850886.0,1272951.0,729075.0,832025.0,222945.0
2022-08-10,2329100.0,,1633888.0,,4827799.0,7021237.0,10523619.0,3602277.0,8135115.0,4360042.0,8.62,,16.42,,119.42,48.49,66.82,82.25,40.28,9.26,4402.0,,534.0,,3646.0,11565.0,21968.0,1629.0,8189.0,5276.0,199630.0,,321454.0,,1078608.0,851421.0,1273598.0,729299.0,832336.0,222945.0
2022-08-11,2296813.0,,,,4830570.0,7013108.0,10527763.0,3602834.0,8139626.0,,8.69,,,,119.44,48.49,66.84,82.26,40.29,,4471.0,,,,3529.0,11332.0,22709.0,1598.0,7963.0,,200850.0,,,,1079006.0,851520.0,1274096.0,729398.0,832548.0,
2022-08-12,2278161.0,,,1507049.0,4819122.0,7017537.0,10498231.0,3604598.0,8129706.0,,8.72,,,55.0,119.46,48.49,66.87,82.26,40.31,,4548.0,,,1616.0,3824.0,10689.0,22153.0,1696.0,7812.0,,201546.0,,,340426.0,1079404.0,851520.0,1274705.0,729498.0,833045.0,
2022-08-13,2276039.0,,,,4830244.0,7013530.0,10505905.0,3612068.0,8116795.0,,8.73,,,,119.47,48.5,66.88,82.26,40.31,,6215.0,,,,4506.0,11760.0,24269.0,1948.0,9786.0,,201758.0,,,,1079715.0,851719.0,1275004.0,729498.0,833045.0,
2022-08-14,2279818.0,791380.0,,,4832668.0,7025131.0,10516142.0,3606213.0,8101566.0,,8.74,3.08,,,119.5,48.51,66.9,82.28,40.32,,7372.0,368.0,,,4724.0,11976.0,24807.0,1943.0,11195.0,,201957.0,59344.0,,,1080213.0,851819.0,1275613.0,729796.0,833244.0,
2022-08-15,2290244.0,,1637176.0,,4831477.0,7004936.0,10515686.0,3607644.0,8091646.0,4265710.0,8.74,,16.45,,119.53,48.52,66.92,82.29,40.33,9.31,4878.0,,596.0,,3690.0,12920.0,21298.0,1842.0,10555.0,10868.0,202056.0,,322163.0,,1080922.0,852117.0,1276111.0,729796.0,833356.0,224164.0
2022-08-16,2299663.0,,,,4824165.0,6994595.0,10507648.0,3612188.0,8077158.0,4241356.0,8.75,,,,119.55,48.52,66.93,82.29,40.32,9.32,4264.0,,,,3426.0,11794.0,22622.0,1670.0,9186.0,5177.0,202156.0,,,,1081221.0,852117.0,1276223.0,729796.0,833244.0,224463.0
2022-08-17,2306696.0,,,1502284.0,4823021.0,7016932.0,10507112.0,3623656.0,8079215.0,4237710.0,8.76,,,55.04,119.58,48.53,66.95,82.31,40.34,9.35,4152.0,,,1453.0,3509.0,10819.0,21521.0,1636.0,8310.0,7306.0,202367.0,,,341036.0,1081345.0,852341.0,1276646.0,729908.0,833468.0,225072.0
2022-08-18,2309579.0,,,,4817323.0,6997040.0,10530769.0,3622119.0,8068316.0,4239901.0,8.77,,,,119.6,48.54,66.98,82.32,40.34,9.36,4554.0,,,,3713.0,9727.0,21040.0,1612.0,9990.0,7312.0,202666.0,,,,1081445.0,852540.0,1277343.0,729908.0,833468.0,225371.0
2022-08-19,2317595.0,788204.0,,,4831067.0,6988203.0,10554814.0,3618738.0,8066824.0,4239691.0,8.78,3.08,,,119.62,48.55,67.0,82.33,40.35,9.39,4672.0,297.0,,,3437.0,9523.0,19635.0,1480.0,9690.0,6574.0,203064.0,59344.0,,,1081756.0,852640.0,1277865.0,729908.0,833767.0,226080.0
2022-08-20,2299346.0,,1632617.0,,4829664.0,6981863.0,10554946.0,3620400.0,8062210.0,4226669.0,8.79,,16.46,,119.63,48.56,67.01,82.34,40.36,9.4,6201.0,,608.0,,4582.0,13012.0,23568.0,1719.0,10869.0,7895.0,203176.0,,322362.0,,1081756.0,852851.0,1277965.0,730020.0,833978.0,226279.0
2022-08-21,2308640.0,,,,4806815.0,6985030.0,10528022.0,3596089.0,8049388.0,4231284.0,8.79,,,,119.65,48.56,67.03,82.35,40.37,9.42,5205.0,,,,4121.0,12968.0,25057.0,1908.0,10919.0,9514.0,203375.0,,,,1082253.0,852839.0,1278462.0,730219.0,834277.0,226889.0
2022-08-22,2303140.0,,,1494355.0,4810266.0,6987442.0,10511563.0,3593609.0,8047028.0,4155997.0,8.81,,,55.07,119.68,48.57,67.05,82.36,40.38,9.44,4697.0,,,1620.0,3889.0,9658.0,21364.0,1598.0,7561.0,7746.0,203674.0,,,341235.0,1082863.0,853051.0,1279060.0,730319.0,834476.0,227386.0
